,index,label,sent,id,embed,time,top_sent,sources,people,event_id,organizations,locations,summary,day,people_dec,locations_dec
0,10,0,"The Pacific Gas and Electric Company ( PG&E ) soared as much as 45% early Friday after a regulator said he couldn't imagine letting the California utility declare bankruptcy, even as it faces huge liabilities from California's deadliest and most destructive wildfire.",11036a24-634d-5d98-9053-9879cea37508,"[-5.79576753e-02  1.43437490e-01 -7.25704385e-03 -9.45189148e-02
  5.39788306e-02 -4.08171378e-02 -1.05810426e-02 -2.17228308e-02
 -3.57803889e-02  1.89119947e+00 -7.09705278e-02 -8.04418996e-02
  5.50161116e-02 -5.57116680e-02 -1.69621304e-01 -7.30747208e-02
 -3.88972126e-02  8.32706809e-01 -1.10621922e-01 -3.65537219e-02
  3.81309725e-02 -2.55413465e-02 -4.56245951e-02 -1.19876228e-01
  2.08162554e-02  7.87796304e-02 -9.33347642e-02 -5.97490114e-04
  4.64196317e-03 -4.26257886e-02 -4.12390120e-02  2.90717855e-02
  5.32918051e-03 -4.99780662e-03  9.93808135e-02  9.10995901e-03
  2.27868371e-02  5.55514283e-02 -4.50112708e-02 -2.26931330e-02
  6.07321858e-02  1.01628684e-01  1.29850402e-01  2.65633259e-02
  1.43510709e-02  2.64302944e-04 -9.46105719e-02 -1.14623383e-01
  3.00217085e-02  1.60115827e-02 -8.38428214e-02  1.14318728e-01
 -5.10850176e-02  5.79970889e-02  9.11869705e-02 -2.06101295e-02
 -6.03465587e-02 -3.83775383e-02  3.27844219e-03 -4.31031510e-02
  2.01269966e-02 -4.05243225e-02 -1.52164865e-02  1.28583148e-01
  5.44293411e-02 -9.93915573e-02  2.48759706e-02  3.52399349e-02
 -6.75558019e-03  1.91618223e-02  5.69226407e-02  1.49841197e-02
 -1.36800585e-02  1.28056975e-02  9.35421661e-02 -5.65678719e-03
  1.00617297e-01  8.08661524e-03  2.33036634e-02  8.51269513e-02
  3.65946032e-02  1.39539853e-01 -5.73179722e-02  1.83498673e-02
  9.76854339e-02 -1.46540627e-01  7.73439333e-02 -6.37390763e-02
  5.60539253e-02  5.93321696e-02 -6.13966696e-02 -2.07015872e-03
  2.25859229e-02 -2.73107812e-02  5.43984249e-02 -1.21373497e-02
  6.03578314e-02  7.90618733e-03  8.92031640e-02 -5.60577624e-02
 -7.06413016e-02  6.86364621e-02 -6.37950227e-02  2.21539214e-02
 -3.36321071e-02 -9.97123301e-01  5.93109094e-02  4.21393961e-02
 -9.66119841e-02 -7.21270069e-02  4.33647037e-02 -3.22638750e-02
  1.27842706e-02  2.69420166e-03 -8.79677013e-02  4.48306538e-02
  3.98667753e-02  5.96539304e-02  2.41343286e-02 -4.46748361e-02
 -5.00711165e-02  4.55632545e-02  4.79549356e-02 -1.32211998e-01
 -1.45274878e-01  9.81255695e-02 -4.53865193e-02 -5.45860566e-02
 -6.86577559e-02 -5.20915389e-02 -7.25890547e-02 -7.65057951e-02
  5.10235177e-03 -1.21913459e-02  1.45333141e-01  1.37818251e-02
 -5.43564260e-02 -3.29413041e-02 -1.02322102e-02 -1.23500172e-02
 -9.83132362e-01 -2.22653570e-03  1.88554391e-01  2.50891391e-02
  1.48711894e-02  7.79811889e-02  2.73164129e-03  1.11687541e-01
  5.19153811e-02 -6.81545958e-02 -5.13400584e-02  3.07642017e-03
  9.45175067e-03  4.52789366e-02  5.07686101e-02 -9.71359313e-02
 -6.29003048e-02  8.37582946e-02 -2.27462407e-02  4.80372366e-03
  6.17284887e-02  7.26726651e-02 -5.32995872e-02 -4.56850678e-02
 -1.13236152e-01 -2.35378295e-02 -7.37624383e-03  2.06409860e-02
  1.29658982e-01 -2.77658869e-02 -3.34624909e-02 -3.13636996e-02
 -6.24524429e-02 -7.38061890e-02 -5.52650727e-02 -8.02211612e-02
 -3.60565037e-02  2.07430646e-02 -5.51115088e-02 -2.76075546e-02
 -5.37093505e-02  1.06457345e-01 -1.72310337e-01 -4.18181643e-02
 -1.12168781e-01 -6.68111742e-02 -1.58642456e-02 -4.15220298e-02
  1.66818630e-02  1.26494253e-02  8.80742371e-02  8.07653442e-02
  5.41304797e-03  4.54809889e-03 -1.68051366e-02 -1.36303268e-02
 -2.91418843e-02  7.04855546e-02 -5.31588756e-02  7.18622580e-02
 -3.70895118e-02  6.58429647e-03 -1.88079439e-02  7.71740228e-02
  9.20888409e-02  3.43862362e-02  7.32166693e-02  1.34073021e-02
 -3.68034979e-03  8.51063728e-02 -2.16470920e-02 -2.55615879e-02
  3.21788434e-03  4.02173437e-02 -5.81583800e-03  1.08741425e-01
 -1.50471758e-02  7.65439942e-02 -1.07948601e-01 -7.96553120e-03
  3.25171947e-02  4.88456637e-02 -4.59463969e-02  5.91872297e-02
 -3.55861634e-02 -1.10269278e-01 -1.10780895e-01  9.43082646e-02
 -3.68443467e-02  5.39097190e-02  6.45646453e-02 -4.34004441e-02
  1.00222453e-01 -1.78154353e-02 -1.77376330e-01 -7.21014068e-02
 -2.84884218e-02 -6.38721734e-02 -6.93650693e-02 -1.80774578e-03
  1.62911698e-01 -1.17487479e-02  1.02657311e-01  1.38326585e-01
  3.45471129e-02 -1.54338211e-01  2.03882102e-02 -1.01967379e-01
  1.21276947e-02 -5.69423568e-03 -1.73963495e-02 -2.58276332e-02
  8.01286921e-02  1.43245375e-02  1.81574561e-03  1.43134609e-01
 -4.32633609e-02  4.35231850e-02 -6.38406351e-02 -3.26496139e-02
  7.07000121e-02  2.00660840e-01 -1.08049074e-02  3.36953364e-02
  4.23657224e-02 -1.82438046e-01 -2.54803672e-02 -1.43150392e-03
  1.28468156e-01 -6.58406019e-02  1.22417837e-01 -6.55569732e-02
 -2.02113912e-02 -1.06226029e-02  1.28713679e-02  5.17857112e-02
 -1.15859598e-01  7.42843896e-02  4.68874313e-02 -2.67835576e-02
  6.37045130e-02 -8.02710559e-03 -1.09126315e-01  1.22326426e-01
  3.99451107e-02  1.53761469e-02  2.08634794e-01 -5.05252592e-02
  7.15260431e-02  9.96324718e-02 -2.01485142e-01  6.34317473e-02
  8.17245170e-02  3.01765725e-02 -1.80740748e-02 -1.13734901e-02
  2.49447804e-02 -3.39959636e-02  5.62996091e-03  5.89205660e-02]",2018-11-16T15:38:38Z,True,"['Business Insider Nederland', 'Pulse.com.gh', 'Pulse.ng']",['a76ee423-5007-5f9f-8df1-b8e742ac5a98'],2f7d8a94-cc10-4a8a-90de-2da3d925555c,"['1efa572f-d8e5-4c00-9265-de7842dce4be', 'aca3a3e5-dfd5-487b-84b5-5757c714d424', '3a66f001-1cc7-49d6-9c6e-3eee3c9d33e0']","['2ac73e07-b3b2-5e64-a047-16ffe282ab6b', '1d450362-e529-5d21-afca-3dfc7c087f69']","The Pacific Gas and Electric  Company (PG&E) said it could be responsible for the  fire and had exhausted its revolving line of credit to  pay for a fire-related liability. California Public Utilities Commission President  Michael Picker said he couldn't imagine letting the California  utility declare bankruptcy. The Pacific Gas and Electric Company ( PG&E ) soared as much as 45% early Friday after a regulator said he couldn't imagine letting the California utility declare bankruptcy, even as it faces huge liabilities from California's deadliest and most destructive wildfire.",2018-11-16,Michael Picker,"{""id"": ""2ac73e07-b3b2-5e64-a047-16ffe282ab6b"", ""name"": ""California"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""1d450362-e529-5d21-afca-3dfc7c087f69"", ""name"": ""San Francisco"", ""resolution"": ""CITY"", ""latitude"": 37.77493, ""longitude"": -122.41942}"
1,8,2,"At least 63 people are now dead from a Northern California wildfire, and officials say they have a missing persons list with 631 names on it in an ever-evolving accounting of the victims of the nation's deadliest wildfire in a century.",c8d24fc0-7e70-5275-982a-3e3769ad4d13,"[-7.88941383e-02  1.13537461e-01 -1.57681461e-02 -6.93692341e-02
  9.46608633e-02 -7.71095604e-02 -2.35205851e-02  3.32461745e-02
  5.64940320e-03  2.27186489e+00 -1.74680635e-01 -7.28641748e-02
  3.64091210e-02 -1.26351744e-01 -1.16035767e-01 -4.13853489e-02
 -3.00337505e-02  1.00677907e+00 -7.76619315e-02 -1.45386368e-01
 -3.90389971e-02 -7.74900764e-02 -4.33721840e-02  6.37803897e-02
  1.12636320e-01 -1.44468099e-02 -1.78962052e-01  2.17366554e-02
  7.71051198e-02  5.22428937e-02  6.76538870e-02  8.13844651e-02
 -4.45658006e-02 -1.63556542e-02  1.14972241e-01  2.10375600e-02
 -7.53163397e-02 -1.27371084e-02 -7.90626854e-02  3.59731540e-02
 -4.21262719e-02  1.16699576e-01  6.44783378e-02 -6.70632944e-02
  8.60693604e-02  1.05106244e-02 -8.78014490e-02  3.93529944e-02
  3.20563512e-03  3.26976366e-02 -1.49130315e-01  7.42331743e-02
 -1.13287859e-01 -2.61293445e-02 -7.89955910e-03  1.85009986e-02
 -6.98115602e-02 -1.78063400e-02  6.12049922e-03  5.68157285e-02
  1.99807491e-02  4.07465659e-02 -1.04612201e-01  2.32948378e-01
  4.05501202e-02  1.25189526e-02 -8.16610083e-02  5.36723994e-02
  2.71153413e-02  1.33189186e-01  8.54885355e-02  3.89090590e-02
  9.93109196e-02  1.86771844e-02  2.27920040e-01 -6.91161528e-02
  1.00138329e-01 -3.61638665e-02  1.25084361e-02  1.14910856e-01
  2.09640041e-02  1.46694303e-01 -2.83846036e-02 -4.92662452e-02
  9.25756544e-02 -1.41338512e-01 -1.55743361e-01 -1.56712368e-01
  3.21579836e-02  1.15539599e-02 -1.14794895e-01 -1.82982627e-02
 -4.80652861e-02 -8.80421996e-02  6.70710504e-02 -1.70337297e-02
 -8.76682717e-03 -1.24310339e-02  9.23654363e-02 -1.50116116e-01
 -1.10931516e-01  1.48447707e-01  4.41331696e-03 -2.35885382e-03
  6.29905015e-02 -7.69994557e-01  6.48566871e-04  6.91957548e-02
  9.33751911e-02 -8.83940384e-02  3.05630025e-02 -8.24019238e-02
  5.19211683e-03  1.79891493e-02 -4.38609049e-02  7.87222013e-02
  4.65174280e-02  1.38026610e-01 -1.27902821e-01 -9.11204144e-02
  2.14875024e-03  9.34027135e-03  6.79826438e-02 -2.46204406e-01
  3.66177596e-02  5.05302027e-02  1.15972813e-02 -7.25715831e-02
  3.68903321e-03 -1.90602131e-02  1.85553590e-03  2.18846407e-02
 -1.14565536e-01  4.60133888e-03  1.10157609e-01 -2.92682070e-02
 -7.07345381e-02 -9.79609415e-03 -6.08771555e-02  1.93744339e-02
 -8.60251665e-01  6.45012856e-02  1.09868757e-01  7.30383694e-02
  9.69220400e-02  1.56486891e-02 -2.35115513e-02  5.32676131e-02
  5.38225807e-02 -3.44105549e-02 -4.45743948e-02  1.43183046e-03
  1.12037240e-02  1.44657306e-03 -6.31110892e-02  2.67899930e-02
 -8.86081234e-02  8.08473751e-02 -7.16559514e-02 -2.42905766e-02
  1.19356833e-01  1.92143675e-02  5.25934249e-03  5.76512478e-02
 -1.04882441e-01 -7.21016303e-02  6.00527273e-03 -2.92938277e-02
  1.23050623e-01 -5.10814413e-03  9.16124061e-02 -7.12187821e-03
  1.03635892e-01  5.05526811e-02 -1.05714880e-01  4.69561219e-02
  1.63338650e-02 -4.08836082e-02  4.65616398e-02 -5.90217300e-02
 -4.02841568e-02  1.09825462e-01 -9.44676474e-02 -8.09703916e-02
 -5.80912568e-02  3.33928913e-02 -5.81769831e-02 -4.44812700e-02
  7.96862692e-02 -1.62932556e-02 -1.52679300e-02  3.32139246e-02
 -4.29907180e-02  4.44194824e-02 -3.31692100e-02  1.23927571e-01
 -9.72381905e-02 -1.80666149e-02 -7.05184266e-02 -1.68341142e-03
  4.74041775e-02 -6.26063421e-02 -2.66177580e-03  1.44103110e-01
  2.52403051e-01  2.43926570e-02  3.39327790e-02  3.46244760e-02
 -3.67452465e-02  3.41633745e-02 -2.69441190e-03  6.89290417e-03
 -5.02203824e-03 -1.00747064e-01 -5.65385595e-02  9.92317684e-03
 -1.55048504e-01  3.53095606e-02 -1.11322924e-01  5.76252816e-03
 -3.30542796e-03 -2.37471890e-02 -4.99348417e-02 -3.31482738e-02
 -8.53301957e-02 -2.69617811e-02  9.24012531e-03  1.77547246e-01
 -2.56722197e-02  1.96280666e-02 -1.32061929e-01  2.75518671e-02
  7.59833753e-02 -6.76718801e-02 -1.41025484e-01 -4.68063243e-02
 -4.84493785e-02 -1.62293203e-02 -1.16363913e-02  3.02631445e-02
  3.69256623e-02  3.38849947e-02  1.76697761e-01  1.74446795e-02
  6.00969046e-02 -1.21810764e-01  3.68058644e-02 -8.78780261e-02
 -9.05807316e-02 -3.50350402e-02 -3.71433981e-02  4.48744111e-02
  5.71694821e-02  1.10562019e-01  1.50644807e-02  2.96045154e-01
  3.49590257e-02  7.90290162e-03 -5.50834499e-02  4.60155196e-02
  1.51458964e-01  1.57610580e-01 -3.03636566e-02  7.03022331e-02
  1.83343682e-02 -2.15500548e-01  4.63836640e-03  2.17456874e-02
  1.47213489e-01 -1.31020591e-01  4.55806330e-02 -3.91559526e-02
 -1.13740720e-01 -1.66832387e-01  3.82395759e-02 -6.72581121e-02
 -3.35206799e-02  1.39666378e-01 -2.40209163e-03  4.53713611e-02
  1.51160941e-01  4.99473214e-02 -4.45407443e-02 -4.85067330e-02
  5.91742583e-02 -8.80285278e-02  1.15159258e-01 -3.60914879e-02
  6.26189038e-02 -1.44255161e-02 -3.14033657e-01  5.83167523e-02
  2.03657076e-02 -6.41272962e-02 -1.11302838e-01 -3.45190987e-02
 -1.39301524e-01 -7.51174986e-02 -3.17070670e-02  3.84546146e-02]",2018-11-16T17:04:25Z,True,['WGN-TV'],"['ca76b5e1-be79-517c-b3ec-1084c9fd0acb', '4dfa11f7-ab2d-59dc-b465-6b607207cf02']",5dfb326e-4ffa-4278-a166-f343de7d600f,"['f453d2a7-3a8c-4b82-97e5-c4751755355f', 'b75b0973-0c91-4fa1-93b8-61e7a06d0f4c', '48165c16-a86c-4330-aa47-66487fefb14a', 'a4a34018-86cc-4ded-8ad1-a92efca907bb', '79012c59-eaa1-4904-84a0-0904a75d2a6d', '880fda57-6ad7-4868-8fc8-400749417195', '2d3319a4-0af9-4751-9931-33fa1e65bece', '6273f4ce-78da-416a-ac4b-18390457225e']",['6556cdb9-943c-5222-8cd2-58d05f25bcc7'],"At least 63 people are now dead from a Northern California wildfire, and officials say they have a missing persons list with 631 names on it in an ever-evolving accounting of the victims of the nation's deadliest wildfire in a century. By early Friday, it was 45% contained. Here's how to help those affected by the wildfires:  American Red Cross: The American Red Cross is providing shelter and food for victims of the wildfire throughout different areas affected by the fires.",2018-11-16,"Kory Honea,Donald Trump","{""id"": ""6556cdb9-943c-5222-8cd2-58d05f25bcc7"", ""name"": ""Butte County"", ""resolution"": ""ADMIN_LEVEL_2"", ""latitude"": NaN, ""longitude"": NaN}"
2,6,1,Officials say they have contained almost half of a Northern California deadly blaze that razed a town and killed at least 63 people.,a7cda363-24ed-56e7-a6db-501372fbe983,"[-4.58758250e-02  1.61393762e-01  1.56745184e-02 -9.76246446e-02
  3.82929407e-02 -2.77107954e-02 -1.14306346e-01  2.19066255e-02
 -1.22074727e-02  2.47029042e+00 -5.27447313e-02 -1.01607405e-01
  1.57024004e-02 -7.50085264e-02 -2.76617736e-01 -5.65766245e-02
  4.47251275e-02  8.84002447e-01 -6.76553175e-02 -2.17945457e-01
  3.73679101e-02 -8.08350667e-02  3.36403623e-02  5.52730300e-02
  3.29330862e-02 -5.00877723e-02 -2.47991547e-01 -3.71512435e-02
  1.08668275e-01 -4.67859544e-02 -1.07374815e-02  5.26850857e-02
 -1.11260146e-01  3.58388014e-02  5.22269048e-02 -4.10953611e-02
 -5.88498265e-02  7.45391697e-02 -2.14248374e-02  4.23089154e-02
  4.24860157e-02  1.04091488e-01  1.62068143e-01 -1.03336386e-01
  1.49632171e-01 -6.55954406e-02 -1.40877947e-01 -2.12484337e-02
  2.37443969e-02  4.76660840e-02 -2.27265000e-01  1.48656458e-01
 -6.35336041e-02  7.31390789e-02  5.93199246e-02  2.77380086e-02
 -8.40528756e-02  4.67175730e-02  7.17360005e-02  8.06529075e-02
  2.00374778e-02  4.33852486e-02 -5.50684407e-02  2.90622473e-01
  1.94802564e-02 -4.00117878e-03 -6.37958273e-02  3.79134454e-02
  4.08709235e-02  2.44869590e-01  2.19259541e-02  3.09487302e-02
  1.01047069e-01  7.03291818e-02  2.36238152e-01 -1.12239234e-01
  7.01531395e-02 -3.24996561e-02 -3.58124338e-02  4.96756099e-02
  3.25383618e-02  1.15390137e-01 -4.58183847e-02 -1.14507705e-01
  8.20301697e-02 -9.14001688e-02 -2.99280044e-02 -1.82212636e-01
 -3.13186683e-02  5.05306944e-02 -1.02203071e-01 -9.65539832e-03
 -1.29654352e-03 -1.43251657e-01  4.22471575e-02  4.42381427e-02
  5.48929274e-02  5.87268658e-02  5.14327846e-02 -1.02771342e-01
 -5.81817143e-02  2.19626695e-01 -4.45052646e-02 -2.78029125e-02
  1.27992723e-02 -8.43196511e-01  7.79261754e-04 -9.43781622e-03
  1.06130093e-02 -7.70349056e-02  8.20941702e-02 -1.08352125e-01
 -1.23462575e-02  3.49304378e-02 -3.58030088e-02  7.63286948e-02
  5.80382980e-02  1.15214847e-01 -1.41576588e-01 -7.17956573e-02
  8.29848424e-02  9.96424351e-03  9.22364742e-02 -3.30483884e-01
 -2.49435590e-03  3.01080402e-02 -3.58615294e-02 -2.18228966e-01
 -4.60485220e-02  3.68266925e-02 -6.89278990e-02  7.83651322e-02
 -3.81951295e-02  2.99100876e-02  1.53380424e-01 -1.08730897e-01
  1.56904981e-02 -3.30980867e-02 -9.00699869e-02  2.91275382e-02
 -1.10947025e+00  1.38650641e-01  1.03685886e-01  4.52127345e-02
  1.47127628e-01 -1.41455103e-02 -2.18050003e-01  1.20233493e-02
  1.35970131e-01 -1.65217429e-01 -9.59917530e-02  4.20870893e-02
  3.98223177e-02  8.66517052e-02 -1.33144915e-01 -9.13055800e-03
 -1.61712348e-01 -1.23760011e-02 -5.37127405e-02 -9.13635362e-03
  1.36391819e-01 -2.65923031e-02  1.17322179e-02  1.60095558e-01
 -8.34999457e-02  2.59605646e-02 -3.60372216e-02 -7.98193961e-02
  2.42647808e-02  4.39947071e-05  1.44447178e-01  5.55376112e-02
  2.53385156e-02 -3.58251184e-02 -1.74574628e-01 -2.86024921e-02
  4.10436559e-03 -3.84990871e-02  4.81371768e-02 -1.23282254e-01
 -1.19141107e-02  3.53621654e-02 -9.68034714e-02 -7.62242153e-02
 -1.42076343e-01 -1.36077795e-02 -4.21704166e-03 -8.91478157e-06
  1.40040398e-01  1.50372842e-02  1.10822007e-01  9.97960344e-02
 -1.09211475e-01  7.16825724e-02  8.03119445e-04  3.04500908e-02
 -8.09922144e-02 -4.28235605e-02 -7.21500292e-02 -7.77610913e-02
  8.85612518e-02 -1.71386680e-04  5.60967624e-02 -1.72760431e-02
  2.20027596e-01  4.47686948e-02 -1.31372176e-02  1.35202184e-02
  9.09340158e-02 -1.32188667e-02  1.76409222e-02  6.61605084e-03
 -8.17007944e-02  3.23957438e-03  8.03663507e-02 -5.10367714e-02
 -1.70668826e-01  7.02470765e-02  6.30409196e-02  6.73953518e-02
  1.22424755e-02  2.23667976e-02 -8.17002505e-02  3.95357842e-03
 -9.37983915e-02  4.00341041e-02  1.81812849e-02  2.47648239e-01
 -7.61161521e-02  2.34691259e-02 -9.59889144e-02  5.83174489e-02
  1.00826785e-01 -1.00996949e-01 -2.36835219e-02  7.82165502e-04
  3.67608257e-02  4.25310843e-02 -2.28595659e-02  6.87809512e-02
  7.54717141e-02  3.30530270e-03  1.22288331e-01  2.40686554e-02
 -3.40555026e-03 -2.74626017e-02  7.77094588e-02 -1.08547606e-01
 -3.62377465e-02 -5.02365455e-02 -1.57238632e-01  6.10152520e-02
  1.60742715e-01  1.25888869e-01  3.90568189e-02  3.50870907e-01
 -4.34806086e-02 -4.79453914e-02 -1.12047322e-01  1.83794554e-02
  1.59399971e-01  1.23736665e-01 -6.07983507e-02  6.17274009e-02
 -2.54542623e-02 -1.46294117e-01  3.91393490e-02 -3.84438336e-02
 -2.79283915e-02 -3.02486010e-02  5.97912893e-02  3.28952186e-02
 -1.25808761e-01 -1.97159499e-01 -4.57430556e-02  4.11664136e-02
 -1.26105085e-01  7.29195923e-02  2.07359549e-02  6.39584810e-02
  1.82379991e-01  6.52301386e-02 -9.97890308e-02  1.06007317e-02
 -4.88723926e-02 -1.16211048e-03  1.37581095e-01 -2.35339142e-02
  7.69056529e-02  1.54337827e-02 -3.03733915e-01  3.86066549e-02
  2.77042240e-02 -5.04629984e-02 -1.60352081e-01  5.78139396e-03
 -2.40664288e-01 -9.67413634e-02  6.72151074e-02  7.67358616e-02]",2018-11-16T22:41:49Z,True,['NBC29'],"['2022a781-bd87-522e-a428-4749d019d187', 'b4cff81b-6c0e-5cc8-8656-ac5a99d80257', 'cfe37d95-9635-551e-ae96-563c3e05ceee', '08c6050f-835a-5b08-9a99-cc4e27a445bf', 'e58aeeb3-c220-581f-a049-2d8025a05f6e', '4cd449be-8531-5f4e-a3a0-27f840b48a6f', 'a0623bf0-1d7e-56bf-86c3-95777d6fe75e']",7922acb4-7ffd-4c91-9d44-f0f3773cca1d,['a42ff88c-0bc4-4e3c-8f67-72da0809dfa4'],"['0d0f40cf-3bb6-54c0-8104-8e7be50e43c2', 'ab82689f-11c1-5d05-89bf-8b044889aa35', '06729e02-27a1-5364-a4c4-75fd282e546d', 'b4d73168-03a4-57f9-ae81-01860935b843', '56c94ea9-78dc-59e2-9acc-131251fa5634', '4ce4d465-5b1d-5eba-ae0f-022196b9cf9b', 'b3894d0b-0396-519d-bc32-cb3b470975d1', 'a3f55ade-0b45-5209-bef5-aed51b41297c', '6f35d563-0b09-596a-a066-efde46497c62', '296d2d41-8027-5e45-b5ff-e7c5ed6b5011', '5025d0aa-82bb-511b-ae8e-beea93d90a47', 'e9df8a00-068d-5c16-998f-3a4d7f57292f', '519553c5-90f7-57fd-a538-23d3a8e0d21d', '2ac73e07-b3b2-5e64-a047-16ffe282ab6b', '17789473-f7bb-584d-9796-4efb6ddd05ce']","Many of the missing in the deadly Northern California wildfire are elderly residents in Magalia, a forested town ... Officials say they have contained almost half of a Northern California deadly blaze that razed a town and killed at least 63 people. Full Story Democrat Stacey Abrams says she can't win the Georgia governor's race, effectively ending her challenge to Republican Brian Kemp. Full Story Bitter US Senate battle in Florida headed to legally required hand recount, while contest for Florida governor appears to be over.",2018-11-16,"Betsy DeVos,Denise Chester,Brian Kemp,John Amis,Antonio Batres,Susan Bucher,Stacey Abrams","{""id"": ""0d0f40cf-3bb6-54c0-8104-8e7be50e43c2"", ""name"": ""Texas"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""ab82689f-11c1-5d05-89bf-8b044889aa35"", ""name"": ""Baltimore"", ""resolution"": ""CITY"", ""latitude"": 39.29038, ""longitude"": -76.61219},{""id"": ""06729e02-27a1-5364-a4c4-75fd282e546d"", ""name"": ""Magalia"", ""resolution"": ""CITY"", ""latitude"": 39.81211, ""longitude"": -121.57831},{""id"": ""b4d73168-03a4-57f9-ae81-01860935b843"", ""name"": ""Chico"", ""resolution"": ""CITY"", ""latitude"": 39.72849, ""longitude"": -121.83748},{""id"": ""56c94ea9-78dc-59e2-9acc-131251fa5634"", ""name"": ""Manhattan"", ""resolution"": ""CITY"", ""latitude"": 40.78343, ""longitude"": -73.96625},{""id"": ""4ce4d465-5b1d-5eba-ae0f-022196b9cf9b"", ""name"": ""New York City"", ""resolution"": ""CITY"", ""latitude"": 40.71427, ""longitude"": -74.00597},{""id"": ""b3894d0b-0396-519d-bc32-cb3b470975d1"", ""name"": ""Northeast"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""a3f55ade-0b45-5209-bef5-aed51b41297c"", ""name"": ""Atlanta"", ""resolution"": ""CITY"", ""latitude"": 33.749, ""longitude"": -84.38798},{""id"": ""6f35d563-0b09-596a-a066-efde46497c62"", ""name"": ""Palm Beach County"", ""resolution"": ""ADMIN_LEVEL_2"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""296d2d41-8027-5e45-b5ff-e7c5ed6b5011"", ""name"": ""Paradise"", ""resolution"": ""CITY"", ""latitude"": 39.75961, ""longitude"": -121.62192},{""id"": ""5025d0aa-82bb-511b-ae8e-beea93d90a47"", ""name"": ""Georgia"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""e9df8a00-068d-5c16-998f-3a4d7f57292f"", ""name"": ""Philadelphia"", ""resolution"": ""CITY"", ""latitude"": 39.95233, ""longitude"": -75.16379},{""id"": ""519553c5-90f7-57fd-a538-23d3a8e0d21d"", ""name"": ""Florida"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""2ac73e07-b3b2-5e64-a047-16ffe282ab6b"", ""name"": ""California"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN},{""id"": ""17789473-f7bb-584d-9796-4efb6ddd05ce"", ""name"": ""Montana"", ""resolution"": ""ADMIN_LEVEL_1"", ""latitude"": NaN, ""longitude"": NaN}"
